0_0: AT4G39850.1
1_4885: Cre12.g547100.t1.1
1_4886: Cre06.g303200.t1.1
1_4887: Cre14.g613300.t1.2
1_4888: Cre05.g248400.t1.2
1_4889: Cre09.g387950.t1.1
1_4890: Cre02.g077650.t1.2
1_4891: Cre13.g607450.t1.1
1_4892: Cre10.g437400.t1.2
1_4893: Cre03.g159650.t1.2
1_4894: Cre16.g648100.t1.1
1_4895: Cre06.g291450.t1.2
1_4896: Cre05.g245701.t2.1
1_4897: Cre16.g686002.t1.1
1_4898: Cre07.g321050.t1.1
1_4899: Cre11.g467696.t1.1
1_4900: Cre06.g279300.t1.2
1_4901: Cre17.g741650.t1.2
1_4902: Cre17.g709150.t1.2
1_4903: Cre12.g540650.t1.2
1_4904: Cre17.g708700.t1.2
1_4905: Cre12.g561100.t1.1
1_4906: Cre12.g529550.t1.2
1_4907: Cre17.g718800.t1.2
1_4908: Cre06.g248900.t1.1
1_4909: Cre09.g417401.t3.1
1_4910: Cre07.g337516.t1.1
1_4911: Cre02.g115350.t1.2
1_4912: Cre02.g081450.t1.2
1_4913: Cre02.g103250.t1.1
1_4914: Cre03.g143707.t1.1
1_4915: Cre02.g077850.t1.2
1_4916: Cre17.g726600.t3.1
1_4917: Cre13.g579050.t1.2
1_4918: Cre16.g667900.t1.1
1_4919: Cre17.g709100.t1.2
1_4920: Cre09.g413475.t1.1
1_4921: Cre09.g388726.t4.1
1_4922: Cre02.g111050.t1.1
1_4923: Cre09.g409325.t1.1
1_4924: Cre10.g441326.t1.1
1_4925: Cre01.g053288.t1.2
1_4926: Cre12.g522950.t1.2
1_4927: Cre12.g546450.t1.1
1_4928: Cre06.g296700.t1.2
1_4929: Cre10.g464350.t1.2
1_4930: Cre06.g306501.t1.1
1_4931: Cre06.g257700.t1.1
1_4932: Cre02.g105000.t1.1
1_4933: Cre02.g087450.t1.2
1_4934: Cre10.g458350.t2.1
1_4935: Cre06.g255400.t1.2
1_4936: Cre10.g454700.t1.2
1_4937: Cre05.g247550.t1.2
1_4938: Cre10.g429350.t1.2
1_4939: Cre02.g142400.t1.1
1_4940: Cre16.g693850.t1.1
1_4941: Cre16.g667800.t1.2
1_4942: Cre01.g003826.t1.1
1_4943: Cre12.g513852.t1.1
1_4944: Cre04.g214504.t1.1
1_4945: Cre14.g629700.t1.1
1_4946: Cre08.g382590.t1.1
1_4947: Cre08.g375900.t1.1
1_4948: Cre16.g675750.t1.1
1_4949: Cre17.g710550.t1.2
1_4950: Cre12.g515700.t1.2
1_4951: Cre10.g429750.t1.1
1_4952: Cre12.g560700.t1.1
1_4953: Cre03.g179100.t1.2
1_4954: Cre03.g180800.t1.1
1_4955: Cre13.g606974.t1.1
1_4956: Cre09.g415650.t2.1
1_4957: Cre17.g740926.t1.1
1_4958: Cre07.g351600.t1.2
1_4959: Cre03.g203500.t1.2
1_4960: Cre01.g050550.t1.2
1_4961: Cre09.g395695.t1.1
1_4962: Cre02.g119400.t1.1
1_4963: Cre05.g238800.t1.1
1_4964: Cre03.g199087.t1.1
1_4965: Cre17.g700550.t1.1
1_4966: Cre12.g496900.t1.1
1_4967: Cre16.g686300.t1.2
1_4968: Cre10.g459000.t1.1
1_4969: Cre09.g394700.t1.1
1_4970: Cre06.g271600.t1.1
1_4971: Cre10.g446950.t1.1
1_4972: Cre10.g433150.t1.2
1_4973: Cre12.g492450.t1.2
1_4974: Cre09.g401150.t2.1
1_4975: Cre02.g084000.t1.2
1_4976: Cre09.g397200.t1.2
1_4977: Cre12.g507200.t1.1
1_4978: Cre09.g386476.t1.1
1_4979: Cre07.g347800.t1.2
1_4980: Cre16.g647700.t1.1
1_4981: Cre16.g670300.t1.2
1_4982: Cre10.g456420.t1.1
1_4983: Cre10.g456200.t1.2
1_4984: Cre07.g329861.t1.2
1_4985: Cre04.g217220.t2.1
1_4986: Cre12.g496150.t1.2
1_4987: Cre16.g679876.t1.1
1_4988: Cre09.g397800.t1.2
1_4989: Cre12.g486208.t1.1
1_4990: Cre08.g378400.t1.2
1_4991: Cre07.g341100.t2.1
1_4992: Cre14.g633900.t1.1
1_4993: Cre05.g248250.t1.1
1_4994: Cre09.g390838.t1.1
1_4995: Cre02.g099150.t1.2
1_4996: Cre04.g226800.t1.1
1_4997: Cre01.g036451.t1.1
1_4998: Cre01.g052800.t1.1
1_4999: Cre03.g203100.t1.2
1_5000: Cre03.g171150.t1.1
1_5001: Cre16.g691756.t1.1
1_5002: Cre02.g142100.t1.1
1_5003: Cre06.g300250.t1.1
1_5004: Cre01.g034300.t1.2
1_5005: Cre11.g480050.t1.1
1_5006: Cre03.g158400.t1.2
1_5007: Cre16.g682052.t1.1
1_5008: Cre10.g466050.t1.2
1_5009: Cre02.g092200.t1.2
1_5010: Cre08.g371350.t1.2
1_5011: Cre06.g288150.t1.2
1_5012: Cre10.g420650.t1.2
1_5013: Cre02.g115600.t1.1
1_5014: Cre09.g401034.t1.1
1_5015: Cre03.g183000.t1.2
1_5016: Cre10.g442250.t1.2
1_5017: Cre05.g248150.t1.2
1_5018: Cre06.g298800.t1.1
1_5019: Cre03.g203850.t1.2
1_5020: Cre06.g255626.t1.1
1_5021: Cre02.g093950.t1.2
1_5022: Cre13.g564583.t1.1
1_5023: Cre06.g259950.t2.1
1_5024: Cre16.g647500.t1.1
1_5025: Cre09.g402041.t1.1
1_5026: Cre12.g490800.t1.1
1_5027: Cre02.g074200.t1.2
1_5028: Cre02.g105300.t1.1
1_5029: Cre01.g004350.t1.2
1_5030: Cre09.g391900.t1.1
1_5031: Cre06.g261800.t1.2
1_5032: Cre14.g619300.t1.1
1_5033: Cre17.g722450.t1.1
1_5034: Cre12.g489153.t1.1
1_5035: Cre12.g520700.t1.2
1_5036: Cre03.g170300.t2.1
1_5037: Cre09.g393300.t1.2
1_5038: Cre04.g215900.t1.1
1_5039: Cre16.g658850.t1.1
1_5040: Cre21.g752197.t1.1
1_5041: Cre17.g744797.t1.1
1_5042: Cre13.g607850.t2.1
1_5043: Cre09.g409801.t1.1
1_5044: Cre12.g506450.t1.2
1_5045: Cre14.g621800.t1.1
1_5046: Cre01.g031650.t1.1
1_5047: Cre04.g217050.t1.1
1_5048: Cre12.g547000.t1.2
1_5049: Cre08.g364726.t1.1
1_5050: Cre06.g297950.t1.2
1_5051: Cre10.g460532.t1.1
1_5052: Cre07.g331150.t1.2
1_5053: Cre06.g278104.t1.1
1_5054: Cre12.g507909.t1.2
1_5055: Cre04.g228600.t1.1
1_5056: Cre03.g207250.t1.2
1_5057: Cre35.g759397.t1.1
1_5058: Cre03.g196250.t1.1
1_5059: Cre11.g468075.t2.1
1_5060: Cre01.g005900.t1.1
1_5061: Cre08.g361850.t1.2
1_5062: Cre02.g098250.t1.2
1_5063: Cre06.g294900.t1.2
1_5064: Cre01.g008891.t1.2
1_5065: Cre17.g725350.t1.1
1_5066: Cre04.g229494.t1.1
1_5067: Cre13.g577400.t1.1
1_5068: Cre07.g350300.t1.2
1_5069: Cre03.g175750.t1.2
1_5070: Cre07.g332851.t1.1
1_5071: Cre02.g076900.t1.1
1_5072: Cre17.g705450.t1.2
1_5073: Cre16.g694208.t1.1
1_5074: Cre13.g564950.t1.2
1_5075: Cre02.g073850.t1.2
1_5076: Cre10.g444183.t1.1
1_5077: Cre10.g421550.t2.1
1_5078: Cre10.g457331.t1.1
1_5079: Cre12.g559555.t1.1
1_5080: Cre09.g405104.t1.1
1_5081: Cre13.g573600.t1.2
1_5082: Cre17.g744897.t1.1
1_5083: Cre04.g217926.t1.1
1_5084: Cre16.g687854.t1.1
1_5085: Cre12.g559703.t1.1
1_5086: Cre06.g277500.t1.2
1_5087: Cre08.g358526.t1.1
1_5088: Cre02.g091226.t1.1
1_5089: Cre01.g050616.t1.1
1_5090: Cre02.g073400.t1.1
1_5091: Cre13.g582270.t2.1
1_5092: Cre05.g246650.t1.2
1_5093: Cre02.g075550.t1.2
1_5094: Cre12.g504250.t1.1
1_5095: Cre02.g085100.t1.2
1_5096: Cre01.g039101.t1.1
1_5097: Cre11.g467695.t1.1
1_5098: Cre17.g711650.t1.2
1_5099: Cre17.g703750.t1.2
1_5100: Cre17.g746497.t1.1
1_5101: Cre03.g198150.t1.1
1_5102: Cre07.g346525.t1.1
1_5103: Cre14.g619500.t1.1
1_5104: Cre12.g541350.t1.1
1_5105: Cre01.g033000.t1.2
1_5106: Cre07.g328600.t1.1
1_5107: Cre06.g271400.t1.1
1_5108: Cre16.g694942.t1.2
1_5109: Cre11.g467533.t1.1
1_5110: Cre01.g002350.t1.1
1_5111: Cre03.g181150.t1.1
1_5112: Cre14.g625150.t1.1
1_5113: Cre16.g683035.t1.1
1_5114: Cre06.g299926.t1.1
1_5115: Cre01.g050150.t1.1
1_5116: Cre16.g648300.t1.2
1_5117: Cre06.g284376.t1.1
1_5118: Cre16.g685949.t3.1
1_5119: Cre09.g400450.t2.1
1_5120: Cre10.g428692.t1.1
1_5121: Cre06.g293200.t1.1
1_5122: Cre03.g202339.t1.2
1_5123: Cre12.g514300.t1.2
1_5124: Cre07.g327450.t1.2
1_5125: Cre16.g665050.t1.2
1_5126: Cre12.g543650.t1.1
1_5127: Cre03.g143967.t1.1
1_5128: Cre08.g369683.t1.1
1_5129: Cre09.g389171.t1.1
1_5130: Cre02.g094650.t1.2
1_5131: Cre17.g740800.t1.1
1_5132: Cre16.g664250.t1.2
1_5133: Cre06.g305302.t1.1
1_5134: Cre09.g397364.t1.1
1_5135: Cre05.g233600.t1.1
1_5136: Cre09.g398623.t1.1
1_5137: Cre09.g400312.t1.1
1_5138: Cre13.g582476.t1.1
1_5139: Cre16.g671450.t1.2
1_5140: Cre02.g080000.t1.2
1_5141: Cre06.g310050.t1.1
1_5142: Cre09.g405100.t2.1
1_5143: Cre04.g224931.t3.1
1_5144: Cre06.g278181.t2.1
1_5145: Cre07.g341600.t1.2
1_5146: Cre02.g116850.t1.2
1_5147: Cre06.g256420.t1.2
1_5148: Cre06.g296450.t1.1
1_5149: Cre15.g639150.t2.1
1_5150: Cre13.g587350.t2.1
1_5151: Cre01.g000017.t1.1
1_5152: Cre16.g672454.t1.1
1_5153: Cre17.g739850.t1.2
1_5154: Cre04.g225301.t1.1
1_5155: Cre07.g346317.t2.1
1_5156: Cre02.g143407.t1.1
1_5157: Cre12.g530350.t1.1
1_5158: Cre17.g746447.t1.1
1_5159: Cre09.g392171.t1.1
1_5160: Cre06.g303171.t1.2
1_5161: Cre35.g759297.t1.1
1_5162: Cre11.g479050.t1.2
1_5163: Cre03.g175926.t1.1
1_5164: Cre16.g670755.t1.1
1_5165: Cre15.g638550.t1.1
1_5166: Cre06.g278240.t2.1
1_5167: Cre10.g450450.t1.2
1_5168: Cre11.g480350.t1.1
1_5169: Cre09.g397327.t1.1
1_5170: Cre16.g678325.t1.1
1_5171: Cre03.g144011.t3.1
1_5172: Cre12.g520150.t1.1
1_5173: Cre13.g582270.t3.1
1_5174: Cre03.g159500.t5.1
1_5175: Cre09.g386743.t1.1
1_5176: Cre10.g438150.t1.2
1_5177: Cre10.g439950.t1.1
1_5178: Cre21.g752697.t1.1
1_5179: Cre07.g345450.t2.1
1_5180: Cre03.g168700.t1.2
1_5181: Cre01.g039600.t1.1
1_5182: Cre06.g299150.t1.1
1_5183: Cre14.g617600.t1.2
1_5184: Cre03.g195750.t1.1
1_5185: Cre03.g199871.t1.1
1_5186: Cre16.g682600.t1.1
1_5187: Cre03.g169000.t1.2
1_5188: Cre17.g728550.t1.2
1_5189: Cre02.g097213.t1.2
1_5190: Cre07.g341750.t1.2
1_5191: Cre02.g075800.t1.2
1_5192: Cre03.g191200.t1.2
1_5193: Cre08.g370900.t1.1
1_5194: Cre01.g017550.t1.1
1_5195: Cre07.g320950.t1.2
1_5196: Cre03.g164800.t2.1
1_5197: Cre16.g691204.t1.1
1_5198: Cre08.g385500.t2.1
1_5199: Cre03.g201103.t1.1
1_5200: Cre16.g672300.t1.2
1_5201: Cre05.g246551.t1.1
1_5202: Cre02.g141386.t1.1
1_5203: Cre02.g095058.t1.1
1_5204: Cre01.g009676.t1.1
1_5205: Cre16.g655400.t1.1
1_5206: Cre01.g014500.t1.1
1_5207: Cre17.g698683.t1.2
1_5208: Cre10.g421700.t1.2
1_5209: Cre09.g398067.t1.1
1_5210: Cre12.g530850.t3.1
1_5211: Cre04.g226100.t2.1
1_5212: Cre11.g467565.t1.1
1_5213: Cre17.g745347.t2.1
1_5214: Cre11.g467630.t1.1
1_5215: Cre13.g580750.t1.1
1_5216: Cre07.g357033.t1.1
1_5217: Cre01.g042650.t1.2
1_5218: Cre05.g246550.t1.2
1_5219: Cre06.g309600.t1.1
1_5220: Cre03.g198550.t1.2
1_5221: Cre15.g643700.t1.1
1_5222: Cre03.g162200.t1.2
1_5223: Cre09.g387850.t1.2
1_5224: Cre16.g687200.t1.1
1_5225: Cre03.g144907.t1.1
1_5226: Cre09.g404050.t1.1
1_5227: Cre17.g739250.t1.1
1_5228: Cre04.g217927.t1.1
1_5229: Cre03.g196300.t1.2
1_5230: Cre03.g182100.t1.1
1_5231: Cre06.g309000.t1.2
1_5232: Cre09.g406000.t1.1
1_5233: Cre03.g163500.t1.2
1_5234: Cre01.g030050.t1.2
1_5235: Cre13.g582201.t1.1
1_5236: Cre10.g425350.t1.2
1_5237: Cre17.g731675.t2.1
1_5238: Cre16.g673050.t1.1
1_5239: Cre09.g397586.t1.1
1_5240: Cre03.g183950.t1.2
1_5241: Cre03.g165215.t1.1
1_5242: Cre15.g641901.t1.1
1_5243: Cre11.g467771.t1.1
1_5244: Cre01.g014600.t1.2
1_5245: Cre06.g269601.t1.1
1_5246: Cre05.g244550.t1.1
1_5247: Cre01.g052250.t1.2
1_5248: Cre17.g726100.t1.2
1_5249: Cre01.g055966.t1.1
1_5250: Cre13.g571300.t1.2
1_5251: Cre12.g491000.t1.2
1_5252: Cre03.g181050.t1.1
1_5253: Cre17.g711150.t1.2
1_5254: Cre03.g186150.t1.1
1_5255: Cre07.g341556.t1.1
1_5256: Cre02.g144450.t1.2
1_5257: Cre09.g387986.t1.1
1_5258: Cre03.g199750.t1.2
1_5259: Cre08.g360050.t2.1
1_5260: Cre11.g469224.t1.1
1_5261: Cre06.g293300.t1.1
1_5262: Cre09.g400515.t1.2
1_5263: Cre02.g080150.t1.1
1_5264: Cre08.g374250.t1.1
1_5265: Cre15.g635100.t1.2
1_5266: Cre01.g023800.t1.1
1_5267: Cre12.g523500.t1.2
1_5268: Cre12.g553052.t1.1
1_5269: Cre01.g015103.t1.2
1_5270: Cre03.g196000.t1.1
1_5271: Cre17.g724550.t1.2
1_5272: Cre06.g264550.t1.2
1_5273: Cre01.g054650.t1.1
1_5274: Cre17.g703151.t1.1
1_5275: Cre17.g713051.t1.1
1_5276: Cre16.g695851.t1.1
1_5277: Cre18.g749797.t1.1
1_5278: Cre03.g197650.t1.2
1_5279: Cre01.g025726.t1.1
1_5280: Cre16.g695400.t1.1
1_5281: Cre01.g010848.t1.1
1_5282: Cre17.g720700.t1.1
1_5283: Cre03.g205800.t1.2
1_5284: Cre02.g143801.t3.1
1_5285: Cre03.g204465.t3.1
1_5286: Cre01.g019051.t1.1
1_5287: Cre04.g226250.t1.1
1_5288: Cre09.g401700.t1.2
1_5289: Cre03.g152150.t1.2
1_5290: Cre03.g155500.t1.1
1_5291: Cre10.g440500.t1.1
1_5292: Cre16.g685929.t1.1
1_5293: Cre16.g676650.t1.2
1_5294: Cre01.g053900.t1.1
1_5295: Cre09.g391801.t1.1
1_5296: Cre01.g016950.t1.2
1_5297: Cre04.g217915.t1.1
1_5298: Cre13.g571700.t1.1
1_5299: Cre12.g543050.t1.2
1_5300: Cre12.g529651.t1.1
1_5301: Cre13.g565301.t1.1
1_5302: Cre12.g485350.t2.1
1_5303: Cre08.g381483.t1.1
1_5304: Cre09.g401478.t1.1
1_5305: Cre09.g402738.t1.1
1_5306: Cre03.g193600.t1.2
1_5307: Cre13.g570801.t1.1
1_5308: Cre05.g243358.t1.1
1_5309: Cre07.g330600.t1.1
1_5310: Cre12.g528450.t1.2
1_5311: Cre02.g090900.t1.1
1_5312: Cre08.g374750.t1.1
1_5313: Cre08.g361650.t1.1
1_5314: Cre16.g682900.t2.1
1_5315: Cre06.g269801.t1.1
1_5316: Cre11.g467630.t3.1
1_5317: Cre08.g368100.t1.1
1_5318: Cre07.g327000.t1.2
1_5319: Cre06.g278281.t1.1
1_5320: Cre13.g566000.t1.2
1_5321: Cre12.g530650.t2.1
1_5322: Cre01.g037600.t1.1
1_5323: Cre09.g402350.t1.2
1_5324: Cre02.g096150.t1.2
1_5325: Cre16.g682900.t1.2
1_5326: Cre06.g275100.t1.2
1_5327: Cre01.g019700.t1.2
1_5328: Cre03.g158650.t1.2
1_5329: Cre11.g467647.t1.1
1_5330: Cre01.g033516.t1.1
1_5331: Cre03.g144344.t1.1
1_5332: Cre14.g609650.t1.2
1_5333: Cre06.g278271.t1.1
1_5334: Cre11.g480400.t1.1
1_5335: Cre10.g450254.t1.2
1_5336: Cre10.g422100.t1.2
1_5337: Cre04.g219450.t1.2
1_5338: Cre09.g397350.t1.1
1_5339: Cre16.g654100.t1.1
1_5340: Cre14.g629960.t1.1
1_5341: Cre13.g570200.t1.1
1_5342: Cre09.g395250.t1.1
1_5343: Cre03.g150500.t1.2
1_5344: Cre06.g250700.t2.1
1_5345: Cre14.g627700.t1.1
1_5346: Cre04.g216100.t1.1
1_5347: Cre14.g623600.t1.2
1_5348: Cre05.g235500.t1.1
1_5349: Cre17.g704150.t1.1
1_5350: Cre12.g490000.t1.2
1_5351: Cre01.g020182.t1.1
1_5352: Cre16.g675749.t1.1
1_5353: Cre12.g525650.t1.2
1_5354: Cre16.g694201.t1.1
1_5355: Cre16.g656250.t1.1
1_5356: Cre12.g539207.t1.1
1_5357: Cre01.g008000.t1.2
1_5358: Cre07.g322900.t1.1
1_5359: Cre03.g194700.t1.1
1_5360: Cre05.g243600.t1.2
1_5361: Cre16.g673600.t1.1
1_5362: Cre05.g244450.t1.1
1_5363: Cre12.g526950.t1.1
1_5364: Cre04.g221800.t1.1
1_5365: Cre12.g537900.t1.1
1_5366: Cre01.g003450.t2.1
1_5367: Cre07.g329550.t1.1
1_5368: Cre01.g021750.t1.2
1_5369: Cre08.g368850.t1.2
1_5370: Cre01.g043817.t2.1
1_5371: Cre09.g391208.t1.1
1_5372: Cre01.g014100.t1.2
1_5373: Cre01.g031300.t1.1
1_5374: Cre02.g108350.t1.2
1_5375: Cre02.g096300.t1.1
1_5376: Cre07.g347500.t1.1
1_5377: Cre04.g229550.t1.1
1_5378: Cre06.g306450.t1.2
1_5379: Cre10.g448051.t1.1
1_5380: Cre09.g394325.t1.1
1_5381: Cre15.g636896.t1.1
1_5382: Cre04.g211599.t2.1
1_5383: Cre06.g258500.t1.1
1_5384: Cre10.g427600.t1.2
1_5385: Cre16.g650350.t1.1
1_5386: Cre12.g544050.t1.1
1_5387: Cre03.g149001.t1.1
1_5388: Cre09.g394200.t1.1
1_5389: Cre02.g095037.t1.1
1_5390: Cre03.g188100.t1.2
1_5391: Cre08.g380650.t1.1
1_5392: Cre02.g095100.t1.1
1_5393: Cre14.g622100.t2.1
1_5394: Cre02.g111200.t3.1
1_5395: Cre07.g346050.t1.2
1_5396: Cre07.g315500.t1.1
1_5397: Cre17.g699050.t1.1
1_5398: Cre16.g692228.t1.1
1_5399: Cre14.g609100.t1.2
1_5400: Cre09.g415400.t1.1
1_5401: Cre17.g723800.t1.2
1_5402: Cre04.g217969.t1.1
1_5403: Cre07.g352350.t1.2
1_5404: Cre07.g346950.t1.1
1_5405: Cre01.g035500.t1.2
1_5406: Cre15.g643386.t1.1
1_5407: Cre12.g552750.t1.2
1_5408: Cre08.g385951.t1.2
1_5409: Cre12.g555450.t1.2
1_5410: Cre02.g085800.t1.1
1_5411: Cre01.g013900.t2.1
1_5412: Cre02.g094750.t1.2
1_5413: Cre08.g358326.t1.1
1_5414: Cre09.g408750.t1.2
1_5415: Cre01.g015750.t1.2
1_5416: Cre06.g266550.t1.2
1_5417: Cre13.g585026.t1.1
1_5418: Cre16.g681014.t1.1
1_5419: Cre07.g328300.t1.2
1_5420: Cre13.g587850.t1.1
1_5421: Cre12.g550800.t2.1
1_5422: Cre24.g755697.t1.1
1_5423: Cre09.g387726.t1.1
1_5424: Cre12.g558352.t1.1
1_5425: Cre04.g212700.t1.1
1_5426: Cre02.g142606.t1.1
1_5427: Cre08.g365825.t2.1
1_5428: Cre13.g575250.t1.1
1_5429: Cre06.g269752.t1.2
1_5430: Cre03.g157250.t1.1
1_5431: Cre06.g278137.t1.1
1_5432: Cre03.g177476.t1.1
1_5433: Cre07.g318600.t1.2
1_5434: Cre01.g053950.t1.1
1_5435: Cre16.g683550.t1.2
1_5436: Cre16.g674291.t1.1
1_5437: Cre09.g400700.t1.1
1_5438: Cre12.g524050.t1.1
1_5439: Cre03.g175700.t1.2
1_5440: Cre01.g047400.t1.1
1_5441: Cre06.g278231.t1.1
1_5442: Cre10.g447400.t1.2
1_5443: Cre09.g392505.t1.1
1_5444: Cre17.g744997.t1.1
1_5445: Cre03.g175650.t1.1
1_5446: Cre14.g614950.t1.2
1_5447: Cre09.g413150.t1.1
1_5448: Cre24.g756047.t1.1
1_5449: Cre14.g630907.t2.1
1_5450: Cre06.g263450.t2.1
1_5451: Cre12.g512750.t2.1
1_5452: Cre03.g152250.t1.1
1_5453: Cre16.g695500.t2.1
1_5454: Cre10.g417450.t1.1
1_5455: Cre09.g408650.t1.1
1_5456: Cre06.g289300.t1.1
1_5457: Cre01.g024750.t1.1
1_5458: Cre02.g110050.t1.1
1_5459: Cre07.g325026.t1.1
1_5460: Cre06.g278279.t1.1
1_5461: Cre16.g676900.t1.2
1_5462: Cre03.g163200.t1.1
1_5463: Cre07.g333450.t1.2
1_5464: Cre02.g113809.t1.2
1_5465: Cre02.g093350.t1.1
1_5466: Cre09.g400738.t1.1
1_5467: Cre08.g373421.t2.1
1_5468: Cre12.g557800.t1.2
1_5469: Cre10.g458250.t1.1
1_5470: Cre03.g203730.t1.2
1_5471: Cre10.g461900.t1.2
1_5472: Cre10.g437100.t1.1
1_5473: Cre06.g265500.t1.2
1_5474: Cre01.g040150.t1.2
1_5475: Cre07.g345800.t1.1
1_5476: Cre03.g148750.t1.2
1_5477: Cre16.g649833.t1.1
1_5478: Cre01.g010816.t1.1
1_5479: Cre17.g735021.t2.1
1_5480: Cre03.g144404.t1.1
1_5481: Cre17.g745347.t1.1
1_5482: Cre07.g353950.t1.1
1_5483: Cre02.g073300.t1.1
1_5484: Cre09.g399363.t1.1
1_5485: Cre02.g093975.t3.1
1_5486: Cre12.g526701.t1.2
1_5487: Cre03.g183900.t1.2
1_5488: Cre06.g253901.t2.1
1_5489: Cre13.g606750.t1.1
1_5490: Cre03.g160953.t1.2
1_5491: Cre13.g580650.t1.2
1_5492: Cre08.g358126.t1.1
1_5493: Cre12.g513300.t1.2
1_5494: Cre10.g457450.t1.1
1_5495: Cre17.g712150.t1.2
1_5496: Cre16.g682001.t1.1
1_5497: Cre16.g665364.t1.1
1_5498: Cre01.g031100.t1.2
1_5499: Cre12.g493200.t1.1
1_5500: Cre03.g201550.t1.2
1_5501: Cre03.g182600.t1.1
1_5502: Cre06.g299850.t1.1
1_5503: Cre09.g409600.t1.1
1_5504: Cre17.g732566.t1.1
1_5505: Cre12.g557350.t1.2
1_5506: Cre07.g348500.t1.1
1_5507: Cre03.g154850.t1.1
1_5508: Cre12.g483550.t1.2
1_5509: Cre03.g195000.t1.2
1_5510: Cre12.g500715.t1.2
1_5511: Cre06.g255650.t1.1
1_5512: Cre11.g481900.t1.2
1_5513: Cre25.g756147.t1.1
1_5514: Cre09.g402212.t1.2
1_5515: Cre09.g400400.t1.1
1_5516: Cre15.g641050.t1.2
1_5517: Cre14.g621650.t1.1
1_5518: Cre07.g343933.t1.1
1_5519: Cre04.g229850.t1.2
1_5520: Cre02.g079050.t1.1
1_5521: Cre07.g316650.t1.1
1_5522: Cre05.g236250.t1.1
1_5523: Cre17.g736900.t1.2
1_5524: Cre12.g526200.t1.1
1_5525: Cre17.g715550.t1.1
1_5526: Cre03.g177550.t1.2
1_5527: Cre02.g116600.t1.2
1_5528: Cre04.g219150.t1.1
1_5529: Cre10.g458750.t2.1
1_5530: Cre03.g165186.t1.2
1_5531: Cre01.g014350.t1.2
1_5532: Cre04.g220825.t1.1
1_5533: Cre14.g627788.t1.1
1_5534: Cre06.g262150.t1.1
1_5535: Cre14.g619650.t1.2
1_5536: Cre04.g217976.t1.1
1_5537: Cre16.g680200.t1.1
1_5538: Cre07.g334550.t1.2
1_5539: Cre06.g279550.t1.1
1_5540: Cre10.g450300.t1.1
1_5541: Cre04.g217905.t1.1
1_5542: Cre16.g685100.t1.1
1_5543: Cre14.g622150.t2.1
1_5544: Cre02.g118250.t1.1
1_5545: Cre09.g402701.t1.1
1_5546: Cre16.g672250.t1.1
1_5547: Cre07.g343789.t1.2
1_5548: Cre02.g107700.t1.1
1_5549: Cre05.g246376.t1.1
1_5550: Cre09.g406650.t1.2
1_5551: Cre03.g186550.t1.1
1_5552: Cre03.g193300.t1.2
1_5553: Cre13.g563926.t1.1
1_5554: Cre10.g442800.t1.1
1_5555: Cre06.g278289.t2.1
1_5556: Cre04.g215850.t1.2
1_5557: Cre14.g608500.t1.1
1_5558: Cre06.g306079.t1.1
1_5559: Cre11.g480502.t1.1
1_5560: Cre02.g081700.t1.1
1_5561: Cre29.g757847.t1.1
1_5562: Cre06.g266250.t1.2
1_5563: Cre01.g036600.t1.2
1_5564: Cre16.g673281.t1.1
1_5565: Cre06.g269700.t1.2
1_5566: Cre10.g453600.t2.1
1_5567: Cre12.g512350.t1.2
1_5568: Cre10.g454450.t1.1
1_5569: Cre12.g499900.t1.2
1_5570: Cre13.g565050.t1.1
1_5571: Cre17.g726700.t2.1
1_5572: Cre14.g623439.t3.1
1_5573: Cre16.g666334.t2.1
1_5574: Cre06.g275600.t1.2
1_5575: Cre02.g099050.t1.1
1_5576: Cre03.g189150.t1.1
1_5577: Cre10.g457400.t1.1
1_5578: Cre10.g460050.t1.1
1_5579: Cre06.g250700.t3.1
1_5580: Cre07.g338300.t1.1
1_5581: Cre13.g575450.t1.1
1_5582: Cre05.g248050.t1.1
1_5583: Cre07.g325850.t1.1
1_5584: Cre01.g043800.t1.1
1_5585: Cre09.g386850.t1.1
1_5586: Cre09.g391467.t1.1
1_5587: Cre03.g157000.t1.1
1_5588: Cre03.g164450.t1.1
1_5589: Cre07.g329767.t1.1
1_5590: Cre10.g447800.t1.2
1_5591: Cre01.g019450.t2.1
1_5592: Cre13.g574300.t1.1
1_5593: Cre11.g467536.t1.1
1_5594: Cre01.g042150.t1.1
1_5595: Cre10.g445050.t1.2
1_5596: Cre10.g453350.t1.2
1_5597: Cre08.g365450.t1.2
1_5598: Cre03.g184450.t1.1
1_5599: Cre03.g177826.t1.1
1_5600: Cre09.g387282.t1.1
1_5601: Cre10.g442150.t1.1
1_5602: Cre16.g648850.t1.2
1_5603: Cre14.g619000.t1.2
1_5604: Cre19.g750297.t1.1
1_5605: Cre01.g069837.t1.1
1_5606: Cre17.g707850.t1.2
1_5607: Cre06.g278146.t1.1
1_5608: Cre01.g067647.t1.1
1_5609: Cre01.g005950.t1.2
1_5610: Cre09.g412400.t1.1
1_5611: Cre06.g290350.t1.2
1_5612: Cre17.g740470.t1.1
1_5613: Cre03.g163450.t1.2
1_5614: Cre14.g633700.t1.2
1_5615: Cre13.g583000.t1.1
1_5616: Cre05.g234801.t1.1
1_5617: Cre03.g201250.t1.2
1_5618: Cre13.g590450.t1.1
1_5619: Cre12.g513701.t1.2
1_5620: Cre17.g710900.t1.2
